FY,SIC,EMPLOYEES,PRODUCTS,PRODHOURS,E2_plant_cost,E2_plant_usage,E2 in joule,kWh,KW,MW
2017.0,2893.0,75.0,Printing Ink,8400.0,39006.0,16150.0,17000000000000.0,4733097.783,563.4640218,0.563464022
1995.0,3714.0,260.0,auto brake calipers,7000.0,85525.0,16134.0,17000000000000.0,4728408.646,675.4869495,0.675486949
2015.0,2841.0,85.0,Cleaning Chemicals,6240.0,95608.0,16125.0,17000000000000.0,4725771.007,757.3350972,0.757335097
1999.0,2086.0,150.0,Bottled soft drinks,6912.0,53050.0,16111.0,17000000000000.0,4721668.012,683.1116915,0.683111691
1999.0,3321.0,40.0,ferrous metal castings,2400.0,69144.0,16075.0,17000000000000.0,4711117.453,1962.965605,1.962965605
1987.0,3471.0,75.0,NICKEL & ZINC PLATING,6240.0,76539.0,15872.0,16700000000000.0,4651624.026,745.4525682,0.745452568
1981.0,2891.0,158.0,"CAULKS,SEALANTS,ETC.",6000.0,45494.0,15841.0,16700000000000.0,4642538.823,773.7564704,0.77375647
1995.0,3647.0,412.0,automotive lighting,6000.0,82251.0,15794.0,16700000000000.0,4628764.482,771.4607471,0.771460747
1983.0,2541.0,200.0,DISPLAY CASES (BAKERY),3000.0,84239.0,15643.0,16500000000000.0,4584510.751,1528.17025,1.52817025
1989.0,3499.0,85.0,STEEL PLATE PROCESSOR,6300.0,63931.0,15638.0,16500000000000.0,4583045.395,727.4675231,0.727467523
1982.0,3554.0,296.0,PULP & PAPER MILL EQUIPMENT,2300.0,68867.0,15609.0,16500000000000.0,4574546.334,1988.933189,1.988933189
1995.0,3914.0,450.0,"power steering pumps, marine tilt motors",8000.0,71970.0,15584.0,16400000000000.0,4567219.558,570.9024447,0.570902445
1984.0,3069.0,430.0,RUBBER PRODUCTS,7500.0,86105.0,15489.0,16300000000000.0,4539377.806,605.2503741,0.605250374
2023.0,2899.0,75.0,Conductive Polymers,3750.0,97783.0,15462.0,16300000000000.0,4531464.887,1208.390637,1.208390637
1994.0,3534.0,325.0,elevators and escalators,3600.0,86920.0,15454.0,16300000000000.0,4529120.318,1258.088977,1.258088977
2005.0,2752.0,130.0,"Silk screen, lithographic paper, metal and plastic signs",4000.0,133826.0,15433.0,16300000000000.0,4522965.826,1130.741456,1.130741456
2004.0,3398.0,15.0,Heat treated parts,6240.0,134023.0,15351.0,16200000000000.0,4498933.998,720.9830125,0.720983013
1993.0,3561.0,377.0,Industrial Pumps,7200.0,68000.0,15299.0,16100000000000.0,4483694.303,622.7353198,0.62273532
1993.0,3081.0,285.0,polyethylene bags and specialty paper,8300.0,53156.0,15142.0,16000000000000.0,4437682.145,534.6604993,0.534660499
1986.0,3743.0,67.0,RR TRACKWORK PRODUCTS,5200.0,77417.0,15115.0,15900000000000.0,4429769.226,851.8786972,0.851878697
1982.0,3724.0,200.0,AIRCRAFT ELECTRICAL EQUIPMENT,2200.0,55786.0,15067.0,15900000000000.0,4415701.814,2007.137188,2.007137188
2004.0,3315.0,66.0,Concrete accessories,5000.0,127272.0,14968.0,15800000000000.0,4386687.778,877.3375557,0.877337556
1985.0,3432.0,155.0,BRASS PLUMBING PRODUCTS,2115.0,72332.0,14928.0,15700000000000.0,4374964.936,2068.541341,2.068541341
1985.0,2677.0,256.0,ENVELOPES & PAPER,6240.0,95240.0,14924.0,15700000000000.0,4373792.651,700.9283095,0.700928309
1999.0,3469.0,200.0,sheet metal stampings,5200.0,67635.0,14919.0,15700000000000.0,4372327.296,840.8321723,0.840832172
2005.0,3714.0,320.0,Fuel Rails,6336.0,103632.0,14817.0,15600000000000.0,4342434.047,685.3589089,0.685358909
1984.0,3443.0,57.0,SHIPPING CONTAINERS,3500.0,83416.0,14541.0,15300000000000.0,4261546.431,1217.584695,1.217584695
1992.0,3479.0,65.0,THERMAL SPRAY COATING,7000.0,63684.0,14381.0,15200000000000.0,4214655.06,602.09358,0.60209358
1986.0,3569.0,141.0,CENTRIFUGAL SEPARATION EQUIPMENT,2500.0,73322.0,14287.0,15100000000000.0,4187106.38,1674.842552,1.674842552
1982.0,2026.0,118.0,"MILK,CHEESE,ICE CREAM",5900.0,53155.0,14266.0,15100000000000.0,4180951.887,708.6359131,0.708635913
2009.0,3089.0,270.0,Horticulture Containers,8760.0,153875.0,14252.0,15000000000000.0,4176848.892,476.8092343,0.476809234
1990.0,3536.0,100.0,ELECT. WIRE ROPE HEISTS,6000.0,50400.0,14000.0,14800000000000.0,4102994.982,683.8324971,0.683832497
1984.0,2024.0,110.0,ICE CREAM & SYRUP PRODUCTS,7200.0,77962.0,13879.0,14600000000000.0,4067533.383,564.9351921,0.564935192
2014.0,2051.0,200.0,Hamburger Buns,6240.0,83412.0,13862.0,14600000000000.0,4062551.175,651.0498677,0.651049868
1982.0,2311.0,330.0,MEN'S/WOMEN'S SUITS,1600.0,51204.0,13859.0,14600000000000.0,4061671.962,2538.544976,2.538544976
1983.0,2674.0,121.0,MULTI WALL BAGS,4680.0,60740.0,13765.0,14500000000000.0,4034123.281,861.992154,0.861992154
1988.0,3955.0,100.0,COMP. RIBBONS & PAPER,2880.0,64608.0,13716.0,14500000000000.0,4019762.798,1395.750972,1.395750972
1996.0,2843.0,20.0,sulfonic acid,6000.0,59298.0,13695.0,14400000000000.0,4013608.306,668.9347177,0.668934718
1996.0,3713.0,325.0,school buses,2000.0,56609.0,13693.0,14400000000000.0,4013022.164,2006.511082,2.006511082
1983.0,2752.0,260.0,COMMERCIAL PRINTINGS,6800.0,58574.0,13675.0,14400000000000.0,4007746.885,589.3745419,0.589374542
1994.0,2026.0,85.0,fluid dairy and juice products,7500.0,73778.0,13588.0,14300000000000.0,3982249.702,530.9666269,0.530966627
1991.0,3291.0,175.0,STEEL WOOLS,5760.0,65650.0,13478.0,14200000000000.0,3950011.884,685.765952,0.685765952
1986.0,2674.0,176.0,PAPER BAGS,6240.0,79129.0,13464.0,14200000000000.0,3945908.889,632.3571937,0.632357194
2001.0,3089.0,900.0,"Automotive plastic exterior trims, weather stripping and sea",8400.0,71532.0,13328.0,14100000000000.0,3906051.223,465.006098,0.465006098
1985.0,2493.0,140.0,HARDBOARD & PARTICLE BOARD,4250.0,69332.0,13304.0,14000000000000.0,3899017.518,917.4158865,0.917415886
1996.0,3317.0,75.0,welded steel tubing,4500.0,59203.0,13293.0,14000000000000.0,3895793.736,865.7319413,0.865731941
1985.0,3569.0,230.0,CRYOGENIC EQUIPMENT,4500.0,85707.0,13274.0,14000000000000.0,3890225.385,864.4945301,0.86449453
1997.0,2821.0,45.0,"adhesives, resins",2500.0,68181.0,13227.0,14000000000000.0,3876451.045,1550.580418,1.550580418
1992.0,3629.0,90.0,BATTERY CHARGERS,2125.0,57325.0,13207.0,13900000000000.0,3870589.624,1821.453941,1.821453941
2004.0,3499.0,100.0,Powdered metal products,6600.0,99220.0,13135.0,13900000000000.0,3849488.507,583.2558344,0.583255834
1990.0,2051.0,40.0,HAMBURGER BUNS,5000.0,51712.0,13058.0,13800000000000.0,3826922.034,765.3844069,0.765384407
1997.0,3089.0,200.0,Extruded Plastic Trim,7200.0,70507.0,13005.0,13700000000000.0,3811389.268,529.3596205,0.52935962
2016.0,2671.0,90.0,Laminated Label Stock,6120.0,80171.0,12969.0,13700000000000.0,3800838.709,621.0520766,0.621052077
2005.0,3499.0,30.0,Powder coating and electro-coating for metal castings,2000.0,120029.0,12967.0,13700000000000.0,3800252.567,1900.126283,1.900126283
2002.0,2899.0,150.0,Calcium carbide,8400.0,77425.0,12908.0,13600000000000.0,3782961.374,450.3525445,0.450352544
1988.0,2761.0,217.0,MANIFOLD BUSINESS FORMS,6600.0,47719.0,12887.0,13600000000000.0,3776806.881,572.2434669,0.572243467
1994.0,2657.0,300.0,folding cartons,6400.0,58983.0,12881.0,13600000000000.0,3775048.455,589.8513211,0.589851321
1982.0,3462.0,63.0,STEEL FORGING,2100.0,55786.0,12821.0,13500000000000.0,3757464.191,1789.268662,1.789268662
1986.0,2452.0,82.0,BUILDING COMPONENTS,3000.0,63146.0,12820.0,13500000000000.0,3757171.12,1252.390373,1.252390373
1990.0,3569.0,510.0,AUTO PACKAGING MACHINES,5000.0,59146.0,12790.0,13500000000000.0,3748378.988,749.6757975,0.749675798
1993.0,3089.0,130.0,aerospace composite hardware,6000.0,56894.0,12424.0,13100000000000.0,3641114.976,606.852496,0.606852496
1986.0,2842.0,225.0,CHEMICAL SPECIALTY PRODU,2500.0,62981.0,12345.0,13000000000000.0,3617962.361,1447.184945,1.447184945
1991.0,3429.0,83.0,PIANO PLATES/FRAMES,5800.0,57734.0,12344.0,13000000000000.0,3617669.29,623.7360845,0.623736085
2004.0,3471.0,250.0,turbine engine components,8400.0,80458.0,12303.0,13000000000000.0,3605653.376,429.2444496,0.42924445
2004.0,3469.0,200.0,metal stamping,4080.0,114193.0,12266.0,12900000000000.0,3594809.747,881.0808203,0.88108082
2019.0,3089.0,34.0,Projection Screens,6240.0,71362.0,12245.0,12900000000000.0,3588655.254,575.1050087,0.575105009
2000.0,2393.0,60.0,burlap bags,6240.0,50815.0,12179.0,12800000000000.0,3569312.564,572.0052185,0.572005219
1984.0,3443.0,126.0,EMBALMING CHEMICALS,2125.0,71300.0,12114.0,12800000000000.0,3550262.944,1670.711974,1.670711974
2012.0,3444.0,83.0,"Airflow Ductwork, AirClean Control Systems, AirSilence Products",2500.0,86752.0,11985.0,12600000000000.0,3512456.776,1404.98271,1.40498271
2018.0,3089.0,441.0,Automotive Interiors,8112.0,66358.0,11922.0,12600000000000.0,3493993.299,430.719095,0.430719095
1985.0,2653.0,56.0,CORRUGATED BOXES,2080.0,60548.0,11899.0,12600000000000.0,3487252.664,1676.563781,1.676563781
1982.0,3494.0,328.0,HYDRAULIC TUBE FITTINGS,6000.0,46078.0,11875.0,12500000000000.0,3480218.958,580.036493,0.580036493
1985.0,3556.0,184.0,VEGETABLE OIL PRESSES,5500.0,64969.0,11860.0,12500000000000.0,3475822.892,631.9677986,0.631967799
2002.0,3728.0,205.0,Aircraft propellers and drive systems,4312.0,102645.0,11770.0,12400000000000.0,3449446.496,799.9644007,0.799964401
2017.0,2013.0,100.0,Meat Products,6120.0,63781.0,11700.0,12300000000000.0,3428931.521,560.2829283,0.560282928
1985.0,3443.0,230.0,TANKS & PROCESS EQUIPMENT,6120.0,63139.0,11667.0,12300000000000.0,3419260.176,558.7026431,0.558702643
1995.0,3441.0,146.0,fabricated structural steel/plate weldments,4800.0,55690.0,11656.0,12300000000000.0,3416036.394,711.6742487,0.711674249
2006.0,3564.0,131.0,Fan Systems,6732.0,145800.0,11640.0,12300000000000.0,3411347.257,506.736075,0.506736075
2003.0,3632.0,285.0,RV refrigeration units,4950.0,59888.0,11479.0,12100000000000.0,3364162.815,679.6288514,0.679628851
2002.0,3089.0,122.0,Knobs and handles,6000.0,86726.0,11449.0,12100000000000.0,3355370.682,559.2284471,0.559228447
2017.0,2011.0,96.0,Sandwiches,8400.0,61997.0,11408.0,12000000000000.0,3343354.769,398.0184248,0.398018425
1988.0,2652.0,140.0,PAPER BOXES,4000.0,51564.0,11401.0,12000000000000.0,3341303.271,835.3258178,0.835325818
1988.0,3589.0,160.0,ALUMINUM COOKWARE,6240.0,66824.0,11299.0,11900000000000.0,3311410.022,530.674683,0.530674683
2003.0,3469.0,125.0,Fine blank components,7200.0,101376.0,11268.0,11900000000000.0,3302324.819,458.6562248,0.458656225
1991.0,3993.0,200.0,SIGNS,2250.0,63047.0,11265.0,11900000000000.0,3301445.605,1467.309158,1.467309158
1989.0,3545.0,107.0,MACHINE KNIVES & WAYS,6000.0,46173.0,11247.0,11900000000000.0,3296170.326,549.361721,0.549361721
1996.0,3714.0,276.0,automotive struts,8000.0,55981.0,11234.0,11900000000000.0,3292360.402,411.5450503,0.41154505
2018.0,3364.0,90.0,"Industrial Mezzanines, Safety Steel Guard",4500.0,60025.0,11217.0,11800000000000.0,3287378.194,730.5284876,0.730528488
1982.0,2844.0,42.0,"SHAMPOO, LIQUID SOAPS",2808.0,37809.0,11110.0,11700000000000.0,3256019.59,1159.551136,1.159551136
2002.0,2499.0,500.0,Ready-to-assemble furniture,4000.0,60500.0,11000.0,11600000000000.0,3223781.772,805.945443,0.805945443
2012.0,3861.0,27.0,Flexible Projection Material,6240.0,72539.0,10990.0,11600000000000.0,3220851.061,516.162029,0.516162029
1984.0,3564.0,65.0,INDUSTRIAL FANS,2250.0,61669.0,10982.0,11600000000000.0,3218506.493,1430.44733,1.43044733
1982.0,3524.0,91.0,LAWN & GARDEN EQUIPMENT,2100.0,39717.0,10854.0,11500000000000.0,3180993.396,1514.75876,1.51475876
2014.0,3714.0,95.0,Torque Converter Rebuilding,2080.0,66711.0,10850.0,11400000000000.0,3179821.111,1528.76015,1.52876015
1987.0,3841.0,371.0,MEDICAL & XRAY EQUIPMENT,4200.0,53867.0,10847.0,11400000000000.0,3178941.898,756.8909281,0.756890928
2001.0,3549.0,215.0,"Metal working, industrial machines and equipment",5000.0,81061.0,10666.0,11300000000000.0,3125896.034,625.1792069,0.625179207
2008.0,3562.0,205.0,Ball and Roller Bearings,6600.0,111820.0,10650.0,11200000000000.0,3121206.897,472.910136,0.472910136
1987.0,3398.0,200.0,WELDING WIRES & FLUXES,6000.0,54667.0,10639.0,11200000000000.0,3117983.116,519.6638526,0.519663853
1991.0,3429.0,130.0,HARDWARE FOR CONCRETE,4600.0,44633.0,10608.0,11200000000000.0,3108897.912,675.8473723,0.675847372
1994.0,3469.0,331.0,automotive parts,7200.0,52873.0,10603.0,11200000000000.0,3107432.557,431.5878551,0.431587855
1984.0,3564.0,285.0,INDUSTRIAL FANS,2500.0,59211.0,10589.0,11200000000000.0,3103329.562,1241.331825,1.241331825
1986.0,2393.0,98.0,FILTER MEDIA,2400.0,55035.0,10587.0,11200000000000.0,3102743.42,1292.809758,1.292809758
1998.0,3272.0,80.0,Precast and prestressed concrete products,4050.0,56926.0,10516.0,11100000000000.0,3081935.374,760.9716973,0.760971697
1983.0,3845.0,314.0,DISPOSABLE MEDICAL PRODUCTS,7400.0,49525.0,10505.0,11100000000000.0,3078711.592,416.042107,0.416042107
2006.0,3599.0,150.0,Directional Drills and Boring Machines,6600.0,125832.0,10459.0,11000000000000.0,3065230.323,464.4288368,0.464428837
1996.0,2843.0,25.0,detergents,7000.0,47846.0,10362.0,10900000000000.0,3036802.429,433.8289184,0.433828918
1982.0,2086.0,135.0,BOTTLED SOFT DRINKS,5876.0,38102.0,10350.0,10900000000000.0,3033285.576,516.2160613,0.516216061
1992.0,3089.0,329.0,AUTOMOTIVE PLASTIC PARTS,6500.0,35194.0,10347.0,10900000000000.0,3032406.363,466.5240559,0.466524056
2007.0,2013.0,48.0,Hamburger Patties,6084.0,135837.0,10327.0,10900000000000.0,3026544.942,497.4597209,0.497459721
2001.0,3672.0,120.0,Printed circuit boards,6000.0,59493.0,10220.0,10800000000000.0,2995186.337,499.1977229,0.499197723
1997.0,3569.0,140.0,Centrifugals,5390.0,53152.0,10219.0,10800000000000.0,2994893.266,555.6388249,0.555638825
2013.0,2899.0,120.0,Gas Station Equipment,4500.0,61717.0,10076.0,10600000000000.0,2952984.103,656.2186896,0.65621869
2017.0,2085.0,45.0,Bottled Liquor,2063.0,54839.0,10055.0,10600000000000.0,2946829.611,1428.419588,1.428419588
1985.0,3052.0,110.0,FIRE HOSES,5760.0,65898.0,10035.0,10600000000000.0,2940968.189,510.5847551,0.510584755
1984.0,2035.0,115.0,SALAD DRESSINGS,6000.0,50233.0,10022.0,10600000000000.0,2937158.265,489.5263775,0.489526378
1983.0,3144.0,275.0,WOMEN'S SHOES,2250.0,58087.0,9985.0,10500000000000.0,2926314.636,1300.584283,1.300584283
1986.0,3566.0,220.0,GEARS & GEAR BOXES,6000.0,52504.0,9981.0,10500000000000.0,2925142.351,487.5237252,0.487523725
1990.0,2677.0,185.0,ENVELOPES,6500.0,42643.0,9914.0,10500000000000.0,2905506.59,447.0010138,0.447001014
2021.0,3469.0,230.0,Hinges,6300.0,51460.0,9861.0,10400000000000.0,2889973.823,458.7260036,0.458726004
2022.0,3716.0,350.0,Travel Trailers and Motor Homes,4160.0,44385.0,9816.0,10400000000000.0,2876785.625,691.535006,0.691535006
1984.0,2253.0,350.0,IMPRINTED SPORTSWEAR,2100.0,57157.0,9793.0,10300000000000.0,2870044.99,1366.688091,1.366688091
1986.0,3469.0,70.0,REAR VIEW MIRRORS,3380.0,50133.0,9770.0,10300000000000.0,2863304.356,847.1314661,0.847131466
1987.0,3231.0,210.0,MIRRORED SHOWER DOORS,4680.0,49380.0,9716.0,10300000000000.0,2847478.518,608.4355807,0.608435581
2015.0,3714.0,284.0,Automatic Transmission Shafts,8760.0,76103.0,9695.0,10200000000000.0,2841324.025,324.3520577,0.324352058
2017.0,3089.0,200.0,Injection Molded Plastic Goods,8400.0,46940.0,9677.0,10200000000000.0,2836048.746,337.6248507,0.337624851
2010.0,3297.0,36.0,Vacuum formed ceramic fiber high temperature insulation products,6000.0,127443.0,9611.0,10100000000000.0,2816706.055,469.4510092,0.469451009
2023.0,3841.0,1200.0,Medical Supplies,4800.0,68833.0,9588.0,10100000000000.0,2809965.421,585.4094627,0.585409463
2011.0,3714.0,160.0,Shock Absorbers,5400.0,95376.0,9578.0,10100000000000.0,2807034.71,519.8212426,0.519821243
1994.0,3494.0,300.0,service station valves & pipe fittings,7000.0,49587.0,9540.0,10100000000000.0,2795898.009,399.4140013,0.399414001
2003.0,3523.0,35.0,Farm implements,2080.0,62218.0,9538.0,10100000000000.0,2795311.867,1343.899936,1.343899936
1982.0,3531.0,47.0,LIGHT CONSTRUCTION EQUIPMENT,2327.0,37269.0,9484.0,10000000000000.0,2779486.03,1194.450378,1.194450378
1982.0,3443.0,120.0,AIR RECEIVER TANKS,4400.0,34997.0,9478.0,10000000000000.0,2777727.603,631.301728,0.631301728
2023.0,3061.0,130.0,Rubber Extrusion,5880.0,67025.0,9476.0,10000000000000.0,2777141.461,472.3029695,0.47230297
1999.0,3089.0,140.0,"Dispersions, emulsions, color pigments, thermoset resins",5000.0,43426.0,9450.0,9970000000000.0,2769521.613,553.9043226,0.553904323
2023.0,3679.0,500.0,Vehicle Sensor and Control Devices,6000.0,90126.0,9386.0,9900000000000.0,2750765.065,458.4608441,0.458460844
1987.0,2819.0,150.0,CHEMICAL DISTRIBUTION,4000.0,47499.0,9347.0,9860000000000.0,2739335.293,684.8338232,0.684833823
2012.0,3069.0,229.0,Rubber Inserts,6000.0,103411.0,9329.0,9840000000000.0,2734060.014,455.6766689,0.455676669
1996.0,2053.0,70.0,pies and cakes,4500.0,43499.0,9309.0,9820000000000.0,2728198.592,606.2663538,0.606266354
2024.0,2759.0,43.0,Commercial Screen Printing,6120.0,68971.0,9277.0,9790000000000.0,2718820.318,444.2516859,0.444251686
2007.0,3596.0,135.0,Heavy Capacity Scales,5000.0,143447.0,9268.0,9780000000000.0,2716182.678,543.2365357,0.543236536
1988.0,3556.0,200.0,COMMERCIAL STEAMERS,3800.0,44189.0,9236.0,9740000000000.0,2706804.404,712.3169485,0.712316948
1990.0,3442.0,102.0,"DOORS, METAL ACCESS,ETC.",2500.0,47280.0,9228.0,9740000000000.0,2704459.836,1081.783934,1.081783934
1988.0,3559.0,153.0,"MACHINERY, RENDERING INDUSTRY",4250.0,41054.0,9135.0,9640000000000.0,2677204.226,629.9304061,0.629930406
1984.0,3011.0,70.0,"TIRE PROCESSING,STORAGE",5017.0,53128.0,9109.0,9610000000000.0,2669584.378,532.1077094,0.532107709
1992.0,2361.0,115.0,DRESSES,2300.0,36000.0,9000.0,9500000000000.0,2637639.632,1146.79984,1.14679984
1988.0,2759.0,188.0,PRINTING MATTER,4250.0,44145.0,8995.0,9490000000000.0,2636174.276,620.2763003,0.6202763
2015.0,3297.0,200.0,Monolithic Refractories,5800.0,69361.0,8976.0,9470000000000.0,2630605.926,453.5527458,0.453552746
2010.0,3083.0,32.0,Fiberglass Reinforced Panels,2500.0,3515.0,8968.0,9460000000000.0,2628261.357,1051.304543,1.051304543
2014.0,2851.0,26.0,Coatings/ Asphalt,3300.0,46173.0,8958.0,9450000000000.0,2625330.647,795.5547414,0.795554741
2016.0,3651.0,367.0,Car Audio Products,2125.0,72656.0,8943.0,9440000000000.0,2620934.581,1233.380979,1.233380979
2012.0,3085.0,140.0,Plastic Bottles,6240.0,61119.0,8848.0,9340000000000.0,2593092.829,415.5597482,0.415559748
1999.0,2035.0,75.0,mustard and horseradish condiments,4862.0,41825.0,8807.0,9290000000000.0,2581076.915,530.8673211,0.530867321
1999.0,3272.0,150.0,Precast concrete structures and pipe,6120.0,42567.0,8784.0,9270000000000.0,2574336.28,420.6431831,0.420643183
2023.0,3565.0,300.0,Packaging Machinery,4584.0,68224.0,8731.0,9210000000000.0,2558803.514,558.2032098,0.55820321
2014.0,2431.0,129.0,Vinyl Extrusion,7632.0,91582.0,8698.0,9180000000000.0,2549132.168,334.0057873,0.334005787
1982.0,2891.0,70.0,ADHESIVES & SEALANTS,4000.0,32044.0,8687.0,9170000000000.0,2545908.387,636.4770966,0.636477097
2002.0,3469.0,88.0,Metal Stampings,6000.0,70230.0,8672.0,9150000000000.0,2541512.321,423.5853868,0.423585387
2011.0,3545.0,50.0,"Industrial Knives, Heat Treating",7100.0,67966.0,8585.0,9060000000000.0,2516015.137,354.3683292,0.354368329
2016.0,3089.0,80.0,Plastic Products,2125.0,47827.0,8559.0,9030000000000.0,2508395.29,1180.421313,1.180421313
1986.0,3321.0,125.0,GRAY & DUCTILE IRON CAST,3100.0,72329.0,8519.0,8990000000000.0,2496672.447,805.3782086,0.805378209
2014.0,3674.0,1100.0,PV Modules,8712.0,67992.0,8499.0,8970000000000.0,2490811.025,285.9057651,0.285905765
2012.0,2796.0,40.0,Photo engraving plate,2000.0,64145.0,8484.0,8950000000000.0,2486414.959,1243.20748,1.24320748
1987.0,2891.0,70.0,ADHESIVES,6000.0,41697.0,8435.0,8900000000000.0,2472054.477,412.0090795,0.412009079
2001.0,3462.0,130.0,Forging,5760.0,49024.0,8430.0,8890000000000.0,2470589.122,428.9217225,0.428921722
1995.0,3714.0,400.0,"clutch assemblies, power steering pumps, rear differentials",8200.0,45650.0,8372.0,8830000000000.0,2453590.999,299.2184146,0.299218415
2018.0,3444.0,150.0,Sheet Metal,2375.0,77993.0,8330.0,8790000000000.0,2441282.015,1027.908217,1.027908217
1995.0,3993.0,137.0,plastic illuminated signs,6000.0,34800.0,8190.0,8640000000000.0,2400252.065,400.0420108,0.400042011
1986.0,2759.0,350.0,PLASTIC BAGS,8736.0,42510.0,8132.0,8580000000000.0,2383253.943,272.8083726,0.272808373
1995.0,3585.0,270.0,specialized military equipment,7200.0,44036.0,8111.0,8560000000000.0,2377099.45,330.1527014,0.330152701
1989.0,2434.0,145.0,KITCHEN CABINETS,2500.0,39306.0,8067.0,8510000000000.0,2364204.323,945.6817292,0.945681729
2002.0,3714.0,62.0,motor vechile parts,3840.0,59932.0,8006.0,8450000000000.0,2346326.988,611.0226531,0.611022653
2020.0,3491.0,150.0,Industrial Valves,5964.0,34211.0,7985.0,8420000000000.0,2340172.495,392.3830475,0.392383048
1996.0,3469.0,300.0,deep drawn metal stampings,5000.0,37734.0,7925.0,8360000000000.0,2322588.231,464.5176462,0.464517646
1991.0,3714.0,130.0,MACHINED AUTO PARTS,6000.0,32966.0,7894.0,8330000000000.0,2313503.028,385.583838,0.385583838
2001.0,3549.0,130.0,Coil handling and press feeding equipment,4000.0,47505.0,7876.0,8310000000000.0,2308227.749,577.0569372,0.577056937
2001.0,3231.0,45.0,Thin Film Color Coating on and in Glass,4800.0,46142.0,7867.0,8300000000000.0,2305590.109,480.3312727,0.480331273
2017.0,3465.0,180.0,"Decorative exhaust, shims, gaskets",6000.0,36042.0,7857.0,8290000000000.0,2302659.398,383.7765664,0.383776566
1992.0,3089.0,55.0,FLUOROPOLYMER PUMPS,4200.0,34173.0,7853.0,8290000000000.0,2301487.114,547.9731224,0.547973122
1997.0,3599.0,130.0,machinery,6000.0,38394.0,7774.0,8200000000000.0,2278334.5,379.7224166,0.379722417
1987.0,3462.0,130.0,BALL BEARING ASSEMBLIES,4500.0,36913.0,7757.0,8180000000000.0,2273352.291,505.1893981,0.505189398
1985.0,3647.0,100.0,SMALL WATER PUMPS,2100.0,48628.0,7736.0,8160000000000.0,2267197.799,1079.617999,1.079617999
2005.0,3089.0,200.0,Molded Plastics,8736.0,62800.0,7700.0,8120000000000.0,2256647.24,258.3158471,0.258315847
2020.0,3089.0,90.0,PVC Siding,8400.0,52343.0,7659.0,8080000000000.0,2244631.326,267.2180151,0.267218015
1990.0,2752.0,100.0,COMMERCIAL PRINTING,6000.0,33601.0,7554.0,7970000000000.0,2213858.864,368.9764773,0.368976477
1996.0,3559.0,210.0,metal stampings,6000.0,34546.0,7527.0,7940000000000.0,2205945.945,367.6576575,0.367657658
2004.0,3569.0,65.0,Coolant filtration equip.,2125.0,51845.0,7508.0,7920000000000.0,2200377.595,1035.471809,1.035471809
2023.0,2893.0,40.0,Ink,3900.0,58699.0,7430.0,7840000000000.0,2177518.051,558.3379619,0.558337962
2014.0,3714.0,432.0,Plastic and rubber automotive parts,6666.0,76919.0,7398.0,7810000000000.0,2168139.777,325.2534919,0.325253492
2008.0,3469.0,105.0,Hinges,4250.0,99778.0,7360.0,7770000000000.0,2157003.076,507.5301356,0.507530136
1984.0,3324.0,40.0,STAINLESS STEEL CASTINGS,4250.0,39923.0,7342.0,7750000000000.0,2151727.797,506.2888935,0.506288893
1993.0,3672.0,112.0,printed circuit boards,6000.0,28188.0,7316.0,7720000000000.0,2144107.949,357.3513249,0.357351325
1996.0,3443.0,150.0,"fabricated plate work, metal stampings",5600.0,33681.0,7306.0,7710000000000.0,2141177.239,382.3530783,0.382353078
2009.0,3714.0,35.0,chrome wheels,2300.0,94996.0,7293.0,7690000000000.0,2137367.315,929.2901369,0.929290137
1984.0,2041.0,15.0,"CORN, SOYBEANS, WHEAT",2400.0,41054.0,7280.0,7680000000000.0,2133557.391,888.9822462,0.888982246
1983.0,3589.0,121.0,WATER SOFTNERS,2470.0,32583.0,7278.0,7680000000000.0,2132971.249,863.5511128,0.863551113
2004.0,3556.0,244.0,Commercial food equipment,2800.0,65787.0,7244.0,7640000000000.0,2123006.832,758.2167258,0.758216726
1982.0,3555.0,645.0,PRINTING EQUIPMENT,7000.0,28798.0,7200.0,7600000000000.0,2110111.705,301.4445293,0.301444529
2007.0,3999.0,108.0,Various Composite Products,3000.0,86105.0,7126.0,7520000000000.0,2088424.446,696.141482,0.696141482
1986.0,3554.0,260.0,GRAPHIC ARTS MACHINERY,4200.0,35738.0,7096.0,7490000000000.0,2079632.314,495.1505509,0.495150551
1996.0,2653.0,89.0,folding cartons,8500.0,33634.0,7090.0,7480000000000.0,2077873.888,244.4557515,0.244455751
2014.0,8099.0,261.0,Blood and tissue,7488.0,55170.0,7066.0,7460000000000.0,2070840.182,276.5545115,0.276554511
1982.0,3728.0,250.0,AIRCRAFT PROPELLERS,4000.0,24038.0,7058.0,7450000000000.0,2068495.613,517.1239033,0.517123903
1996.0,3471.0,80.0,bronzed baby shoes,2100.0,33781.0,6979.0,7360000000000.0,2045342.999,973.9728565,0.973972857
1987.0,2392.0,372.0,TEXTILE HEDDING PRODUCTS,4900.0,35030.0,6960.0,7340000000000.0,2039774.648,416.2805405,0.41628054
2013.0,3556.0,200.0,Food Processing Equipment,4680.0,46396.0,6940.0,7320000000000.0,2033913.227,434.5968434,0.434596843
1988.0,3993.0,150.0,OUTDOOR SIGNS,2160.0,38540.0,6914.0,7290000000000.0,2026293.379,938.0987867,0.938098787
