Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2022,4,16,22,30,0,0,0,0.7,2.6,995,87,9,3.4,0.16
2022,4,16,23,30,0,0,0,-0.2,1.5,995,88.71,15,3,0.16
2022,4,17,0,30,0,0,0,-0.8,0.5,996,91.1,18,2.4,0.16
2022,4,17,1,30,0,0,0,-1.4,-0.3,996,92.18,21,2,0.16
2022,4,17,2,30,0,0,0,-2,-1,996,93.02,25,1.9,0.16
2022,4,17,3,30,0,0,0,-2.5,-1.6,997,93.84,28,1.8,0.16
2022,4,17,4,30,0,0,0,-2.9,-2.2,997,94.75,30,1.6,0.16
2022,4,17,5,30,0,0,0,-3.3,-2.2,998,91.92,32,1.6,0.16
2022,4,17,6,30,312,37,68,-3.3,-0.7,998,82.27,37,2.6,0.16
2022,4,17,7,30,638,75,262,-3.9,1.3,999,68.11,45,3.9,0.16
2022,4,17,8,30,807,93,478,-4.5,2.9,999,58.3,53,4.4,0.16
2022,4,17,9,30,884,108,671,-3.9,4.5,999,54.36,59,4.4,0.16
2022,4,17,10,30,920,118,819,-3,6.1,998,51.95,63,4.1,0.16
2022,4,17,11,30,941,126,918,-2.1,7.5,998,50.68,63,3.9,0.16
2022,4,17,12,30,947,130,957,-1.3,8.7,997,49.34,63,4,0.16
2022,4,17,13,30,767,209,863,-0.8,9.5,996,48.57,65,4.2,0.16
2022,4,17,14,30,535,280,699,-0.5,10,996,47.9,66,4.2,0.16
2022,4,17,15,30,848,124,690,-0.5,10,996,48.1,71,3.9,0.16
2022,4,17,16,30,755,117,505,-0.7,9.3,995,49.81,75,3.6,0.16
2022,4,17,17,30,607,94,297,-0.4,8.1,995,55.1,71,3.2,0.16
2022,4,17,18,30,332,52,99,0.8,6.2,994,68.56,66,2.8,0.16
2022,4,17,19,30,0,0,0,0.9,4.5,994,77.45,65,3.1,0.16
2022,4,17,20,30,0,0,0,0.2,3.5,994,79.11,66,3.2,0.16
2022,4,17,21,30,0,0,0,0.1,2.5,995,84.16,61,3,0.16
2022,4,17,22,30,0,0,0,-0.1,2.2,994,84.59,58,3.6,0.16
2022,4,17,23,30,0,0,0,-0.3,2.1,993,84.18,59,4.3,0.16
2022,4,18,0,30,0,0,0,-0.3,2,992,84.45,62,4.3,0.16
2022,4,18,1,30,0,0,0,-0.4,1.8,991,85.23,62,3.9,0.16
2022,4,18,2,30,0,0,0,-0.6,1.7,990,84.91,54,3.4,0.16
2022,4,18,3,30,0,0,0,-0.6,1.6,989,85.11,39,3,0.16
2022,4,18,4,30,0,0,0,-0.5,1.5,989,86.82,28,2.6,0.16
2022,4,18,5,30,0,0,0,-0.2,1.3,989,89.82,19,2.5,0.16
2022,4,18,6,30,0,8,8,0,1.4,989,90.47,9,2.6,0.16
2022,4,18,7,30,0,16,16,0.2,1.7,989,89.73,178,2.5,0.16
2022,4,18,8,30,0,56,56,0.4,2.1,989,88.6,340,2.6,0.16
2022,4,18,9,30,0,84,84,0.7,2.8,989,85.95,325,3.2,0.16
2022,4,18,10,30,3,159,161,1,4.2,989,79.7,318,3.8,0.16
2022,4,18,11,30,1,285,286,1.5,5.7,988,74.33,308,4.4,0.16
2022,4,18,12,30,0,116,116,1.9,6.8,988,70.89,296,5.1,0.16
2022,4,18,13,30,0,151,151,2.1,7.4,988,69.15,289,5.9,0.16
2022,4,18,14,30,0,175,175,2.2,7.7,988,68.24,285,6.4,0.16
2022,4,18,15,30,0,98,98,2.2,7.4,989,69.61,284,6.6,0.16
2022,4,18,16,30,0,32,32,2.1,6.6,989,72.95,285,6.2,0.16
2022,4,18,17,30,0,14,14,2,5.5,990,78.45,283,5.2,0.16
2022,4,18,18,30,0,10,10,2.3,4.2,991,87.31,277,4.1,0.16
2022,4,18,19,30,0,0,0,2.1,3.3,991,91.96,273,3.8,0.16
2022,4,18,20,30,0,0,0,1.7,2.7,991,92.91,276,4.3,0.16
2022,4,18,21,30,0,0,0,0.9,2.1,991,91.87,282,4.6,0.16
2022,4,18,22,30,0,0,0,0.1,1.5,991,90.59,285,4.7,0.16
2022,4,18,23,30,0,0,0,-0.6,1,991,89.02,285,4.7,0.16
2022,4,19,0,30,0,0,0,-1,0.7,991,88.11,284,4.7,0.16
2022,4,19,1,30,0,0,0,-1.2,0.5,991,88.11,283,4.6,0.16
2022,4,19,2,30,0,0,0,-1.3,0.3,991,89.13,282,4.5,0.16
2022,4,19,3,30,0,0,0,-1.2,0.2,991,90.31,284,4.5,0.16
2022,4,19,4,30,0,0,0,-1.1,0.2,991,91.13,287,4.5,0.16
2022,4,19,5,30,0,0,0,-1,0.3,992,91.11,288,4.4,0.16
2022,4,19,6,30,0,11,11,-0.8,1,992,88,288,4.7,0.16
2022,4,19,7,30,0,23,23,-0.1,2.3,993,83.96,292,5.3,0.16
2022,4,19,8,30,0,73,73,0.2,3.8,994,77.48,298,5.7,0.16
2022,4,19,9,30,1,159,160,0.3,5.2,994,70.83,298,5.8,0.16
2022,4,19,10,30,8,291,297,0.4,6.4,995,65.31,294,5.8,0.16
2022,4,19,11,30,15,153,166,0.6,7.2,995,62.9,290,5.9,0.16
2022,4,19,12,30,12,306,317,0.7,7.8,995,60.86,288,6,0.16
2022,4,19,13,30,13,316,327,0.7,8.4,995,58.36,288,6.1,0.16
2022,4,19,14,30,84,344,410,0.5,8.7,995,56.51,291,6,0.16
2022,4,19,15,30,109,306,379,0.5,8.8,995,55.83,294,5.5,0.16
2022,4,19,16,30,159,283,366,0.4,8.6,995,56.35,298,4.8,0.16
2022,4,19,17,30,73,146,171,0.5,7.6,995,60.77,304,3.3,0.16
2022,4,19,18,30,203,59,89,2,5.3,995,79.13,315,1.8,0.16
2022,4,19,19,30,0,0,0,1.1,3.3,996,85.22,331,1.3,0.16
2022,4,19,20,30,0,0,0,-0.1,2.5,997,83.08,349,1.2,0.16
2022,4,19,21,30,0,0,0,-0.9,2.1,998,80.4,189,1.2,0.16
2022,4,19,22,30,0,0,0,-1.6,1.6,998,79.53,31,1.2,0.16
2022,4,19,23,30,0,0,0,-2,0.7,998,82.41,54,1.2,0.16
2022,4,20,0,30,0,0,0,-2.3,0.1,999,84.05,73,1.2,0.16
2022,4,20,1,30,0,0,0,-2.4,-0.3,999,85.61,90,1.3,0.16
2022,4,20,2,30,0,0,0,-2.7,-0.8,999,86.77,105,1.4,0.16
2022,4,20,3,30,0,0,0,-2.9,-1,1000,86.84,117,1.6,0.16
2022,4,20,4,30,0,0,0,-2.9,-1.1,1000,87.57,123,1.9,0.16
2022,4,20,5,30,0,0,0,-2.8,-0.4,1000,84.05,127,2.3,0.16
2022,4,20,6,30,153,49,66,-1.9,1.5,1000,78.16,129,3.1,0.16
2022,4,20,7,30,350,124,231,-0.6,4.1,1001,71.57,129,3.4,0.16
2022,4,20,8,30,638,140,452,1.1,6.8,1001,66.87,138,3.6,0.16
2022,4,20,9,30,98,364,428,1.5,9.1,1001,58.81,147,3.9,0.16
2022,4,20,10,30,104,435,515,2.1,10.6,1001,55.62,146,4,0.16
2022,4,20,11,30,277,447,683,2.8,11.8,1000,54.18,142,4.3,0.16
2022,4,20,12,30,33,273,302,3.4,12.8,999,52.91,138,4.4,0.16
2022,4,20,13,30,167,444,588,3.7,13.4,998,52.01,134,4.6,0.16
2022,4,20,14,30,183,347,492,4,13.8,997,51.48,135,4.8,0.16
2022,4,20,15,30,779,142,668,4.4,14.2,996,51.81,137,4.9,0.16
2022,4,20,16,30,720,119,495,5.2,14.1,995,55.22,137,4.7,0.16
2022,4,20,17,30,96,110,143,6.5,13,994,64.46,137,4.2,0.16
2022,4,20,18,30,3,40,40,6.9,11.4,994,73.95,141,4.1,0.16
2022,4,20,19,30,0,0,0,6.5,10.5,993,76.22,147,4.3,0.16
2022,4,20,20,30,0,0,0,6.6,10.4,993,77.34,161,4.4,0.16
2022,4,20,21,30,0,0,0,7.2,10.6,993,79.54,177,4.2,0.16
2022,4,20,22,30,0,0,0,8,11.3,992,80.17,187,4.4,0.16
2022,4,20,23,30,0,0,0,8.5,12.3,992,77.7,195,5.3,0.16
2022,4,21,0,30,0,0,0,9.2,13,992,77.59,200,6,0.16
2022,4,21,1,30,0,0,0,10,13.3,992,80.61,201,6.4,0.16
2022,4,21,2,30,0,0,0,10.7,13.3,992,84.38,204,6.7,0.16
2022,4,21,3,30,0,0,0,11,13.3,992,86.14,208,7,0.16
2022,4,21,4,30,0,0,0,11.1,13.2,992,86.93,211,6.9,0.16
2022,4,21,5,30,0,0,0,11.3,13,993,89.38,215,6.4,0.16
2022,4,21,6,30,1,26,26,11.6,13,993,91.06,223,6.3,0.16
2022,4,21,7,30,0,22,22,12,13.4,994,91,234,6.1,0.16
2022,4,21,8,30,0,46,46,12.4,14,995,90.17,242,5.6,0.16
2022,4,21,9,30,0,106,106,12.9,14.9,996,88.11,249,5.4,0.16
2022,4,21,10,30,0,105,105,13.4,16,997,84.48,257,5.5,0.16
2022,4,21,11,30,0,165,165,13.5,17.3,997,78.56,264,5.4,0.16
2022,4,21,12,30,0,163,163,13.6,18.4,998,73.7,269,5.1,0.16
2022,4,21,13,30,0,179,179,13.3,19.2,998,68.7,273,4.7,0.16
2022,4,21,14,30,421,294,628,13.1,19.7,998,65.83,278,4.2,0.16
2022,4,21,15,30,801,139,682,12.8,19.5,999,65.16,286,3.6,0.16
2022,4,21,16,30,726,120,501,12.4,18.9,999,65.95,292,2.7,0.16
2022,4,21,17,30,539,105,292,12.6,17.4,1000,73.23,297,1.6,0.16
2022,4,21,18,30,339,54,106,13.5,15.8,1000,85.95,295,0.8,0.16
2022,4,21,19,30,0,0,0,10.2,15,1001,73.13,259,0.6,0.16
2022,4,21,20,30,0,0,0,9.7,14.3,1001,73.79,211,0.6,0.16
2022,4,21,21,30,0,0,0,9.6,13.2,1001,78.76,198,0.8,0.16
2022,4,21,22,30,0,0,0,9.6,12.2,1002,84.19,212,0.9,0.16
2022,4,21,23,30,0,0,0,9.7,11.4,1002,89,232,1,0.16
2022,4,22,0,30,0,0,0,9.6,10.8,1003,92.48,243,1,0.16
2022,4,22,1,30,0,0,0,9.6,11,1002,90.84,241,0.8,0.16
2022,4,22,2,30,0,0,0,9.5,11,1002,90.5,180,0.7,0.16
2022,4,22,3,30,0,0,0,9.4,10.4,1002,93.25,109,0.8,0.16
2022,4,22,4,30,0,0,0,9.1,9.1,1002,100,94,1.1,0.16
2022,4,22,5,30,0,0,0,8.6,8.6,1003,100,91,1.1,0.16
2022,4,22,6,30,10,53,54,9.1,10.3,1004,92.36,84,1.6,0.16
2022,4,22,7,30,107,126,160,10.1,12.9,1004,83.18,85,2.4,0.16
2022,4,22,8,30,271,192,327,11.1,15.7,1004,74.1,98,3.1,0.16
2022,4,22,9,30,616,194,598,10.7,18.3,1004,61.18,114,3.8,0.16
2022,4,22,10,30,264,404,609,10.3,19.8,1003,54.29,126,4,0.16
2022,4,22,11,30,864,145,886,10.1,20.9,1003,50.15,133,3.9,0.16
2022,4,22,12,30,864,150,917,10.3,21.7,1002,48.37,137,3.8,0.16
2022,4,22,13,30,836,155,879,10.6,22,1001,48.32,141,3.6,0.16
2022,4,22,14,30,808,155,798,10.9,21.9,1000,49.67,144,3.2,0.16
2022,4,22,15,30,716,158,645,11.3,21.3,999,53.05,143,2.6,0.16
2022,4,22,16,30,173,251,342,12.8,20.7,999,60.38,139,2.1,0.16
2022,4,22,17,30,274,147,243,14.2,19.3,998,72.14,132,1.8,0.16
2022,4,22,18,30,94,76,91,14.7,17.3,998,84.5,128,1.7,0.16
2022,4,22,19,30,0,0,0,12.7,15.9,998,81.14,129,2.1,0.16
2022,4,22,20,30,0,0,0,11.9,15.3,997,80.02,132,2.4,0.16
2022,4,22,21,30,0,0,0,11.4,14.9,997,79.61,138,2.6,0.16
2022,4,22,22,30,0,0,0,11,14.4,997,80.28,143,2.7,0.16
2022,4,22,23,30,0,0,0,10.8,13.7,996,82.41,148,2.7,0.16
2022,4,23,0,30,0,0,0,10.6,13.1,996,85.01,153,2.4,0.16
2022,4,23,1,30,0,0,0,10.6,12.5,995,88.34,157,2.1,0.16
2022,4,23,2,30,0,0,0,10.7,12.1,995,91.09,160,1.9,0.16
2022,4,23,3,30,0,0,0,11,11.8,995,95.09,161,1.7,0.16
2022,4,23,4,30,0,0,0,11.7,11.7,995,99.85,163,1.7,0.16
2022,4,23,5,30,0,0,0,12.4,12.5,995,99.27,168,1.9,0.16
2022,4,23,6,30,259,46,78,13.4,14.9,995,90.53,172,2.8,0.16
2022,4,23,7,30,549,87,262,15,17.7,995,84.43,174,3.4,0.16
2022,4,23,8,30,701,111,462,16.8,20.7,995,78.57,190,3.6,0.16
2022,4,23,9,30,752,139,634,17.9,23.4,995,71.45,214,4.3,0.16
2022,4,23,10,30,788,159,775,17.5,24.9,994,63.48,221,4.9,0.16
2022,4,23,11,30,647,242,799,17.4,25.8,994,59.77,216,5.1,0.16
2022,4,23,12,30,788,186,887,17.3,26.4,993,57.49,210,5.2,0.16
2022,4,23,13,30,792,181,869,17.3,26.8,993,55.93,206,5.2,0.16
2022,4,23,14,30,846,134,809,17.2,26.8,992,55.53,203,5.2,0.16
2022,4,23,15,30,812,122,676,17,26.4,991,56.39,201,4.9,0.16
2022,4,23,16,30,744,106,501,17.2,25.3,991,60.71,199,4.2,0.16
2022,4,23,17,30,616,87,304,18.1,23.3,991,72.51,197,3.2,0.16
2022,4,23,18,30,361,53,111,18.1,20.9,991,84.27,194,2.6,0.16
2022,4,23,19,30,5,1,1,17.1,19.4,991,86.48,191,2.6,0.16
2022,4,23,20,30,0,0,0,16.7,18.7,991,88.05,191,2.7,0.16
2022,4,23,21,30,0,0,0,16.4,18.1,990,89.55,192,2.8,0.16
2022,4,23,22,30,0,0,0,16,17.4,990,91.64,195,3,0.16
2022,4,23,23,30,0,0,0,15.7,17,990,92.25,196,3.3,0.16
2022,4,24,0,30,0,0,0,15.5,16.8,990,92.26,199,3.6,0.16
2022,4,24,1,30,0,0,0,15.4,16.4,990,93.7,202,3.4,0.16
2022,4,24,2,30,0,0,0,15.3,15.9,991,96,205,3.1,0.16
2022,4,24,3,30,0,0,0,15.3,15.6,991,97.88,207,3.1,0.16
2022,4,24,4,30,0,0,0,15.3,15.4,991,99.66,202,3.3,0.16
2022,4,24,5,30,0,0,0,15.4,15.6,991,98.59,195,3.6,0.16
2022,4,24,6,30,88,54,65,15.5,17,992,91.13,193,4.3,0.16
2022,4,24,7,30,162,160,212,16.3,19.2,992,83.37,197,4.9,0.16
2022,4,24,8,30,564,151,436,17.1,21.5,991,76.27,205,5.7,0.16
2022,4,24,9,30,741,145,636,17.3,23.4,991,68.55,211,6.2,0.16
2022,4,24,10,30,780,161,773,17.4,24.7,991,63.73,213,6.2,0.16
2022,4,24,11,30,500,317,749,17.6,25.7,990,60.86,214,6.1,0.16
2022,4,24,12,30,621,269,823,17.7,26.1,990,59.73,214,5.9,0.16
2022,4,24,13,30,358,373,685,17.6,26.3,990,58.65,213,5.8,0.16
2022,4,24,14,30,282,357,583,17.4,26.2,989,58.24,211,5.5,0.16
2022,4,24,15,30,323,309,530,17.2,25.8,989,59.06,207,5.2,0.16
2022,4,24,16,30,399,215,428,17.2,24.9,989,62.23,204,4.7,0.16
2022,4,24,17,30,537,102,292,17.7,23.3,989,70.67,202,4,0.16
2022,4,24,18,30,291,58,105,17.8,21.2,988,80.72,200,3.6,0.16
2022,4,24,19,30,0,1,1,17,19.8,988,83.81,198,3.8,0.16
2022,4,24,20,30,0,0,0,16.7,19.1,988,85.84,199,4,0.16
2022,4,24,21,30,0,0,0,16.5,18.5,988,88.41,202,3.8,0.16
2022,4,24,22,30,0,0,0,16.5,18.1,988,90.17,205,3.7,0.16
2022,4,24,23,30,0,0,0,16.4,17.9,988,91.2,212,3.6,0.16
2022,4,25,0,30,0,0,0,16.5,17.7,988,92.57,217,3.3,0.16
2022,4,25,1,30,0,0,0,16.5,17.4,988,94.61,226,3,0.16
2022,4,25,2,30,0,0,0,16.6,17.2,988,96.41,241,2.9,0.16
2022,4,25,3,30,0,0,0,16.7,17,988,97.89,261,2.7,0.16
2022,4,25,4,30,0,0,0,16.6,16.8,989,98.66,288,2.5,0.16
2022,4,25,5,30,0,0,0,16.3,16.5,989,98.5,317,2.2,0.16
2022,4,25,6,30,33,47,51,15.8,16.7,989,94.45,342,1.8,0.16
2022,4,25,7,30,27,112,121,15.6,17.6,989,88.09,213,1.4,0.16
2022,4,25,8,30,160,238,319,15.7,18.8,989,82.43,106,1.7,0.16
2022,4,25,9,30,184,306,428,16.7,20,988,81.07,166,2.8,0.16
2022,4,25,10,30,2,150,152,17.8,21,988,82.09,218,4,0.16
2022,4,25,11,30,2,184,186,18.5,21,988,85.39,263,4.9,0.16
2022,4,25,12,30,9,262,270,17.6,19.6,988,88.06,291,5.1,0.16
2022,4,25,13,30,2,202,204,15.7,17.8,989,87.58,301,4.7,0.16
2022,4,25,14,30,0,73,73,14.1,16.7,989,84.38,297,4.4,0.16
2022,4,25,15,30,18,179,191,13,16.5,990,79.72,291,4.3,0.16
2022,4,25,16,30,12,177,183,12.4,16.5,990,76.53,289,4.4,0.16
2022,4,25,17,30,4,134,135,12,16,991,77.07,291,4.2,0.16
2022,4,25,18,30,13,61,63,11.6,14.5,992,82.65,296,3.6,0.16
2022,4,25,19,30,0,1,1,10.8,12.8,993,87.4,303,3.2,0.16
2022,4,25,20,30,0,0,0,9.7,11.5,993,88.78,309,3.1,0.16
2022,4,25,21,30,0,0,0,9,10.4,993,90.84,315,3.2,0.16
2022,4,25,22,30,0,0,0,8.3,9.4,994,92.53,320,3.1,0.16
2022,4,25,23,30,0,0,0,7.2,8.4,994,92.39,322,2.9,0.16
2022,4,26,0,30,0,0,0,6,7.2,995,92.31,319,2.4,0.16
2022,4,26,1,30,0,0,0,5,6,995,93.44,312,2,0.16
2022,4,26,2,30,0,0,0,4.2,5.1,996,93.94,306,1.9,0.16
2022,4,26,3,30,0,0,0,3.4,4.3,996,94.17,303,1.9,0.16
2022,4,26,4,30,0,0,0,2.8,3.6,996,94.3,302,1.8,0.16
2022,4,26,5,30,0,0,0,2.2,3.6,997,90.61,297,2.2,0.16
2022,4,26,6,30,142,55,75,2.2,4.5,997,84.95,293,2.8,0.16
2022,4,26,7,30,33,124,135,0.9,5.1,998,74.17,292,3.1,0.16
2022,4,26,8,30,14,175,182,0.2,5.5,998,68.53,290,3.4,0.16
2022,4,26,9,30,7,182,187,0.2,6.5,998,64.04,285,3.7,0.16
2022,4,26,10,30,23,288,306,0.9,8.2,998,59.83,281,4,0.16
2022,4,26,11,30,2,332,334,1.6,9.8,997,56.78,279,4.4,0.16
2022,4,26,12,30,20,368,386,2.2,10.9,997,55,280,4.9,0.16
2022,4,26,13,30,102,476,565,2.6,11.7,997,53.65,283,5.3,0.16
2022,4,26,14,30,853,157,844,2.7,11.9,997,53.47,287,5.4,0.16
2022,4,26,15,30,833,135,710,2.6,11.8,997,53.47,291,5.3,0.16
2022,4,26,16,30,748,123,525,2.4,11.3,997,54.33,294,5,0.16
2022,4,26,17,30,594,103,317,2.2,10.1,997,57.9,296,4.1,0.16
2022,4,26,18,30,324,62,117,2.7,8,997,69.08,299,2.7,0.16
2022,4,26,19,30,4,2,2,3.1,6,997,81.94,303,2,0.16
2022,4,26,20,30,0,0,0,2.7,4.9,998,85.39,310,1.9,0.16
2022,4,26,21,30,0,0,0,2.2,4.1,998,87.36,316,1.8,0.16
2022,4,26,22,30,0,0,0,1.7,3.3,998,89.5,317,1.6,0.16
2022,4,26,23,30,0,0,0,1.3,2.7,998,90.47,314,1.4,0.16
2022,4,27,0,30,0,0,0,0.8,2.1,998,91.33,311,1.4,0.16
2022,4,27,1,30,0,0,0,0.5,1.6,998,92.44,314,1.4,0.16
2022,4,27,2,30,0,0,0,0.4,1.2,998,94.12,323,1.6,0.16
2022,4,27,3,30,0,0,0,0.1,0.7,998,96,334,1.6,0.16
2022,4,27,4,30,0,0,0,-0.3,0.2,999,96.69,345,1.6,0.16
2022,4,27,5,30,0,0,0,-0.8,0.4,999,91.49,350,1.9,0.16
2022,4,27,6,30,296,53,95,-0.8,2,999,81.52,349,2.8,0.16
2022,4,27,7,30,586,93,289,-1.2,4,999,68.73,342,3.5,0.16
2022,4,27,8,30,731,118,494,-1.8,5.8,999,58.24,334,3.9,0.16
2022,4,27,9,30,789,144,674,-1.6,7.5,999,52.43,327,4.2,0.16
2022,4,27,10,30,803,173,810,-0.9,9.1,999,49.61,323,4.5,0.16
2022,4,27,11,30,824,183,901,0.1,10.6,999,48.39,320,4.7,0.16
2022,4,27,12,30,834,185,936,1.3,11.8,998,48.43,318,4.8,0.16
2022,4,27,13,30,830,179,908,2.3,12.7,998,49.08,317,4.9,0.16
2022,4,27,14,30,802,172,820,3,13.2,997,50.17,318,4.8,0.16
2022,4,27,15,30,743,166,680,3.5,13.3,997,51.61,320,4.6,0.16
2022,4,27,16,30,310,222,390,3.8,12.8,996,54.22,324,4.3,0.16
2022,4,27,17,30,428,133,288,4,11.6,996,59.44,332,3.2,0.16
2022,4,27,18,30,218,72,109,5.1,9.3,996,75.2,348,2,0.16
2022,4,27,19,30,0,1,1,5,7.2,996,85.84,188,1.6,0.16
2022,4,27,20,30,0,0,0,4,6.3,996,85.51,23,1.8,0.16
2022,4,27,21,30,0,0,0,3.3,5.7,997,84.77,34,2.2,0.16
2022,4,27,22,30,0,0,0,2.8,5.3,997,83.69,48,2.7,0.16
2022,4,27,23,30,0,0,0,2.2,4.6,997,84.57,63,3,0.16
2022,4,28,0,30,0,0,0,1.6,3.7,998,86.43,73,3.1,0.16
2022,4,28,1,30,0,0,0,1,2.9,998,87.54,77,3,0.16
2022,4,28,2,30,0,0,0,0.6,2.4,998,87.72,79,2.9,0.16
2022,4,28,3,30,0,0,0,0.2,2,999,88.12,82,2.8,0.16
2022,4,28,4,30,0,0,0,0,1.7,999,88.28,86,2.7,0.16
2022,4,28,5,30,0,0,0,-0.3,1.7,999,86.52,90,2.9,0.16
2022,4,28,6,30,0,16,16,-0.5,2.6,1000,79.81,94,3.5,0.16
2022,4,28,7,30,272,126,218,-1.4,4.2,1000,66.69,96,3.8,0.16
2022,4,28,8,30,199,203,306,-1.5,6.1,1000,58.13,97,3.6,0.16
2022,4,28,9,30,187,359,485,-0.7,8.2,1000,53.44,96,3.5,0.16
2022,4,28,10,30,95,428,504,0.6,10.1,999,51.73,95,3.3,0.16
2022,4,28,11,30,53,426,472,2.1,11.7,998,51.6,96,3.1,0.16
2022,4,28,12,30,111,478,578,3.4,13.1,998,51.64,97,2.9,0.16
2022,4,28,13,30,39,409,443,4.4,14,997,52.3,96,2.5,0.16
2022,4,28,14,30,174,405,546,5,14.3,996,53.55,92,2.1,0.16
2022,4,28,15,30,32,335,357,5.3,14.1,996,55.29,82,2,0.16
2022,4,28,16,30,41,246,268,5.4,13.6,996,57.79,72,2.2,0.16
2022,4,28,17,30,3,78,79,5.7,12.5,996,63.04,68,2.1,0.16
2022,4,28,18,30,0,23,23,6.7,10.6,996,77.06,68,1.7,0.16
2022,4,28,19,30,0,1,1,6.1,9,996,81.8,72,1.7,0.16
2022,4,28,20,30,0,0,0,4.7,8.2,995,78.73,78,1.9,0.16
2022,4,28,21,30,0,0,0,4,7.6,995,77.8,84,2.1,0.16
2022,4,28,22,30,0,0,0,3.6,7.2,995,77.73,88,2.2,0.16
2022,4,28,23,30,0,0,0,3.5,6.9,995,78.93,88,2.4,0.16
2022,4,29,0,30,0,0,0,3.4,6.7,995,79.65,87,2.7,0.16
2022,4,29,1,30,0,0,0,3.3,6.4,995,80.29,85,3,0.16
2022,4,29,2,30,0,0,0,3.1,6,995,81.73,85,3,0.16
2022,4,29,3,30,0,0,0,2.9,5.7,995,82.47,88,3.1,0.16
2022,4,29,4,30,0,0,0,2.6,5.5,995,81.37,93,3.2,0.16
2022,4,29,5,30,0,0,0,2.4,5.6,995,79.91,97,3.5,0.16
2022,4,29,6,30,0,27,27,2.4,6.6,996,74.7,101,3.9,0.16
2022,4,29,7,30,0,52,52,2.7,8.5,996,67.02,108,4.2,0.16
2022,4,29,8,30,0,90,90,3,10.9,996,58.24,116,4.5,0.16
2022,4,29,9,30,0,159,159,3.2,13.3,995,50.53,119,4.6,0.16
2022,4,29,10,30,140,445,557,4.1,15.3,995,47.1,117,4.4,0.16
2022,4,29,11,30,76,450,517,5.6,16.9,994,47.27,112,4.2,0.16
2022,4,29,12,30,2,284,286,7,18.1,994,48.16,108,4.1,0.16
2022,4,29,13,30,295,430,691,7.9,18.9,993,48.85,106,3.9,0.16
2022,4,29,14,30,327,349,615,8.5,19.2,992,50.04,107,3.8,0.16
2022,4,29,15,30,177,337,460,9,19.2,991,51.7,109,3.6,0.16
2022,4,29,16,30,561,176,482,9.3,18.3,991,55.75,109,2.9,0.16
2022,4,29,17,30,202,179,253,10.7,16.4,991,69.07,104,2,0.16
2022,4,29,18,30,11,63,65,11.2,14.5,991,80.77,96,2,0.16
2022,4,29,19,30,0,3,3,9.9,13.4,991,79.17,91,2.6,0.16
2022,4,29,20,30,0,0,0,8.8,12.9,991,75.9,90,3.2,0.16
2022,4,29,21,30,0,0,0,7.8,12.3,991,73.95,92,3.4,0.16
2022,4,29,22,30,0,0,0,7.3,11.6,991,74.86,96,3.4,0.16
2022,4,29,23,30,0,0,0,7.2,11,991,77.58,100,3.3,0.16
2022,4,30,0,30,0,0,0,7.2,10.5,991,80.28,104,3.5,0.16
2022,4,30,1,30,0,0,0,7.1,10.1,991,81.61,106,3.7,0.16
2022,4,30,2,30,0,0,0,7.2,9.7,992,84.33,107,3.8,0.16
2022,4,30,3,30,0,0,0,7.3,9.4,991,86.93,107,4,0.16
2022,4,30,4,30,0,0,0,7.5,9.2,991,88.97,105,4.1,0.16
2022,4,30,5,30,0,0,0,7.6,9.2,991,89.56,105,3.9,0.16
2022,4,30,6,30,6,32,33,7.8,9.5,991,88.91,111,3.7,0.16
2022,4,30,7,30,6,64,66,8.2,10.3,991,87.01,117,3.6,0.16
2022,4,30,8,30,47,192,217,9.1,11.7,991,83.82,119,3.9,0.16
2022,4,30,9,30,137,376,469,10.3,13.6,991,80.5,122,4.5,0.16
2022,4,30,10,30,78,367,429,11.8,15.7,990,77.72,127,5,0.16
2022,4,30,11,30,68,395,455,13.1,17.6,990,75.13,132,5.2,0.16
2022,4,30,12,30,144,422,553,14.2,19.1,989,73.3,135,5.1,0.16
2022,4,30,13,30,133,462,580,15.2,20.2,988,72.83,137,5,0.16
2022,4,30,14,30,9,289,296,16,20.6,987,74.78,138,4.7,0.16
2022,4,30,15,30,61,337,380,16.4,20.1,987,79.27,133,4.5,0.16
2022,4,30,16,30,100,261,316,16.7,19.5,987,83.74,127,4.3,0.16
2022,4,30,17,30,56,139,160,16.9,18.7,986,89.23,125,4.3,0.16
2022,4,30,18,30,62,43,54,16.7,17.8,986,93.34,126,4.5,0.16
2022,4,30,19,30,0,2,2,16.3,17.1,986,94.8,131,4.6,0.17
2022,4,30,20,30,0,0,0,16.1,16.7,986,95.95,134,4.7,0.17
2022,4,30,21,30,0,0,0,15.9,16.4,986,96.99,136,4.6,0.17
2022,4,30,22,30,0,0,0,15.8,16.4,985,96.44,141,4.6,0.17
2022,4,30,23,30,0,0,0,15.9,16.5,984,96.45,148,4.6,0.17
2022,5,1,0,30,0,0,0,16,16.6,984,96.52,156,4.7,0.17
2022,5,1,1,30,0,0,0,16.1,16.7,983,96.41,170,4.8,0.17
2022,5,1,2,30,0,0,0,16.2,16.9,983,95.94,189,4.5,0.17
2022,5,1,3,30,0,0,0,16.4,17,983,96.55,209,3.8,0.17
